text,label,Preprocessed
"According to the Fraunhofer ISE (www.energy-charts.de), the proportion of total German electricity generation accounted for by sustainable energy generation increased to just over 40% (2017:",1,"['according', 'fraunhofer', 'ise', 'www.energy-charts.de', 'proportion', 'total', 'german', 'electricity', 'generation', 'accounted', 'sustainable', 'energy', 'generation', 'increased', '40', '2017']"
A Shifting Business Environment The effects of COVID-19 have exceeded all expectations and have had a substantial impact on our lifestyles and business environment alike.,0,"['shifting', 'business', 'environment', 'effect', 'covid-19', 'exceeded', 'expectation', 'substantial', 'impact', 'lifestyle', 'business', 'environment', 'alike']"
"Smart sensors monitor temperature, humidity and CO2 concentration inside the home and activate a gateway to open or close roof windows to improve the indoor climate.",0,"['smart', 'sensor', 'monitor', 'temperature', 'humidity', 'co2', 'concentration', 'inside', 'home', 'activate', 'gateway', 'open', 'close', 'roof', 'window', 'improve', 'indoor', 'climate']"
"So Amitabh, it's really a combination of all of those things, I think, that led to, I'll say, the year-on-year cable unit decline that we referenced in the slides.",0,"['amitabh', 'really', 'combination', 'thing', 'think', 'led', 'say', 'year-on-year', 'cable', 'unit', 'decline', 'referenced', 'slide']"
"In 2020, due to the significant reduction in fuel consumption for 2020 and expected for the beginning of 2021, the Group was over‑hedged.",0,"['2020', 'due', 'significant', 'reduction', 'fuel', 'consumption', '2020', 'expected', 'beginning', '2021', 'group', 'over‑hedged']"
"Launched the BEST Bus (Business for Environmentally Sustainable Transformation), the first fully electric, free ride shuttle service in Mindanao, making Davao among the first pilot cities in the country.",0,"['launched', 'best', 'bus', 'business', 'environmentally', 'sustainable', 'transformation', 'first', 'fully', 'electric', 'free', 'ride', 'shuttle', 'service', 'mindanao', 'making', 'davao', 'among', 'first', 'pilot', 'city', 'country']"
"So cohorts like young moms and young dads and broader audiences, that's been very important.",0,"['cohort', 'like', 'young', 'mom', 'young', 'dad', 'broader', 'audience', 'important']"
"7.95, with an economic impact that is negligible in 2016 and then gradually increasing and particularly significant starting from 2019 and is expected to be completed in about eight years.",0,"['7.95', 'economic', 'impact', 'negligible', '2016', 'gradually', 'increasing', 'particularly', 'significant', 'starting', '2019', 'expected', 'completed', 'eight', 'year']"
"Compressed air is an energy flow that has a high electricity component, and thus offers potential for energy savings.",0,"['compressed', 'air', 'energy', 'flow', 'high', 'electricity', 'component', 'thus', 'offer', 'potential', 'energy', 'saving']"
"66 Countries Eni is an integrated energy company looking to the long-term, aiming to play a decisive role in the energy transition to a low carbon future.",1,"['66', 'country', 'eni', 'integrated', 'energy', 'company', 'looking', 'long-term', 'aiming', 'play', 'decisive', 'role', 'energy', 'transition', 'low', 'carbon', 'future']"
"So if we weren't curtailing gas, we would actually be taking our gas production up for the year.",0,"[""n't"", 'curtailing', 'gas', 'would', 'actually', 'taking', 'gas', 'production', 'year']"
"In addition to polyester, the Company also supplies composite fibers such as nylon, PP, PE and eco-friendly material PLA.",1,"['addition', 'polyester', 'company', 'also', 'supply', 'composite', 'fiber', 'nylon', 'pp', 'pe', 'eco-friendly', 'material', 'pla']"
"The reality is, I have about 18,000 tons of carbonate capacity and I'm adding 9,500 tonnes to it.",0,"['reality', '18,000', 'ton', 'carbonate', 'capacity', 'adding', '9,500', 'tonne']"
"Together with Borealis, OMV is committed to playing a leading role in driving the circular economy.",0,"['together', 'borealis', 'omv', 'committed', 'playing', 'leading', 'role', 'driving', 'circular', 'economy']"
"The new V-Class celebrated its world premiere in January 2014 and went into production in early March 2014 at our plant in Vitoria, Spain.",0,"['new', 'v-class', 'celebrated', 'world', 'premiere', 'january', '2014', 'went', 'production', 'early', 'march', '2014', 'plant', 'vitoria', 'spain']"
"For the quarter, year-to-date we are 266 for the quarter it was 150.",0,"['quarter', 'year-to-date', '266', 'quarter', '150']"
"In this case, we actually had a 61% oil cut versus the prior year, had about 50% or so.",0,"['case', 'actually', '61', 'oil', 'cut', 'versus', 'prior', 'year', '50']"
We have focused relent- lessly on reducing our fixed cost base for two years now to increase the resilience of our business in unsupportive markets and gain greater leverage in constructive mar- kets.,0,"['focused', 'relent-', 'lessly', 'reducing', 'fixed', 'cost', 'base', 'two', 'year', 'increase', 'resilience', 'business', 'unsupportive', 'market', 'gain', 'greater', 'leverage', 'constructive', 'mar-', 'kets']"
"One of which is the M16 [ph] crude that we are getting from Venezuela, which used to be run exclusively in Chalmette.",0,"['one', 'm16', 'ph', 'crude', 'getting', 'venezuela', 'used', 'run', 'exclusively', 'chalmette']"
"Due to the success of Benefited from the implementation of new global automotive safety regulations and new energy policies, the penetration rate of LED lights in vehicle sector has continued to increase.",0,"['due', 'success', 'benefited', 'implementation', 'new', 'global', 'automotive', 'safety', 'regulation', 'new', 'energy', 'policy', 'penetration', 'rate', 'led', 'light', 'vehicle', 'sector', 'continued', 'increase']"
Both goals are aligned with the roadmap of the Long-Term Goal for Emissions: reduce specific emissions by 15% (Scope 1 and 2 emissions) by 2030.,1,"['goal', 'aligned', 'roadmap', 'long-term', 'goal', 'emission', 'reduce', 'specific', 'emission', '15', 'scope', '1', '2', 'emission', '2030']"
"Well, the special dividend and the increase in the regular dividend do not significantly impact our capital position such that it would inhibit us or prohibit us from being able to make an acquisition.",0,"['well', 'special', 'dividend', 'increase', 'regular', 'dividend', 'significantly', 'impact', 'capital', 'position', 'would', 'inhibit', 'u', 'prohibit', 'u', 'able', 'make', 'acquisition']"
"In terms of our uses of cash, as Scott said, we have more than $100 million on the balance sheet, but we've been majorly aggressive in terms of the pay down of debt.",0,"['term', 'us', 'cash', 'scott', 'said', '100', 'million', 'balance', 'sheet', 'majorly', 'aggressive', 'term', 'pay', 'debt']"
It will help support the increasing amount of intermittent renewables such as solar and wind.,0,"['help', 'support', 'increasing', 'amount', 'intermittent', 'renewables', 'solar', 'wind']"
"In 2019, we enhanced management, control and automation tools in our branches and replaced air conditioning equipment with more energy efficient models.",1,"['2019', 'enhanced', 'management', 'control', 'automation', 'tool', 'branch', 'replaced', 'air', 'conditioning', 'equipment', 'energy', 'efficient', 'model']"
"What I would tell you is, I think the important point on IFDS is you've seen a significant uptick this year in the income from IFDS that's flowing through our financials.",0,"['would', 'tell', 'think', 'important', 'point', 'ifds', 'seen', 'significant', 'uptick', 'year', 'income', 'ifds', 'flowing', 'financials']"
"In addition, we promote recycling activities woldwide and focus on the purchase of materials and furniture that have been recycled or certified as environmentally friendly.",1,"['addition', 'promote', 'recycling', 'activity', 'woldwide', 'focus', 'purchase', 'material', 'furniture', 'recycled', 'certified', 'environmentally', 'friendly']"
We've been trying to focus on efficiency while continuing to invest in our initiatives.,0,"['trying', 'focus', 'efficiency', 'continuing', 'invest', 'initiative']"
"We've spent much of the last 6 months setting ourselves up to have outsized rate growth, and we did that after we achieved high occupancy in 2014.",0,"['spent', 'much', 'last', '6', 'month', 'setting', 'outsized', 'rate', 'growth', 'achieved', 'high', 'occupancy', '2014']"
"In 2020, we will switch to green district heating, which will further reduce our carbon footprint.",1,"['2020', 'switch', 'green', 'district', 'heating', 'reduce', 'carbon', 'footprint']"
As a responsible business Adani Group is committed to conduct its CSR activities in line with the central goal of Nation Building.,0,"['responsible', 'business', 'adani', 'group', 'committed', 'conduct', 'csr', 'activity', 'line', 'central', 'goal', 'nation', 'building']"
"But obviously, the 600 million is versus third quarter last year.",0,"['obviously', '600', 'million', 'versus', 'third', 'quarter', 'last', 'year']"
"Western Australia APA services a range of customers in Western Australia within the resources, industrial and utility sectors.",0,"['western', 'australia', 'apa', 'service', 'range', 'customer', 'western', 'australia', 'within', 'resource', 'industrial', 'utility', 'sector']"
We look forward to talking to folks and reporting next quarter where we should continue to see these trends improve.,0,"['look', 'forward', 'talking', 'folk', 'reporting', 'next', 'quarter', 'continue', 'see', 'trend', 'improve']"
"I think, the study size, you can't be precise about it yet.",0,"['think', 'study', 'size', 'ca', ""n't"", 'precise', 'yet']"
"Another power plant is currently under construc- tion in Huatacondo, in northern Chile, with handover scheduled for 2018.",0,"['another', 'power', 'plant', 'currently', 'construc-', 'tion', 'huatacondo', 'northern', 'chile', 'handover', 'scheduled', '2018']"
But we believe this is the issue in the new business front.,0,"['believe', 'issue', 'new', 'business', 'front']"
"I mean, one of the data points we have -- we do have a major retailer who is really fully embrace the strategy, Safeway, and we're seeing double-digit growth against our Spreads business in Safeway.",0,"['mean', 'one', 'data', 'point', 'major', 'retailer', 'really', 'fully', 'embrace', 'strategy', 'safeway', 'seeing', 'double-digit', 'growth', 'spread', 'business', 'safeway']"
"At the same time, it was possible to carry out actions that lay the foundations for greater future profitability based on the growth of core revenues, mainly by promoting digitalisation and divestment in non-strategic businesses.",0,"['time', 'possible', 'carry', 'action', 'lay', 'foundation', 'greater', 'future', 'profitability', 'based', 'growth', 'core', 'revenue', 'mainly', 'promoting', 'digitalisation', 'divestment', 'non-strategic', 'business']"
